,location,total_sqft,bath,price,bhk
3260,Marathahalli,1680.0,3.0,105.0,3
3261,Marathahalli,1910.0,3.0,119.0,3
3262,Marathahalli,1602.0,2.0,104.0,2
3263,Marathahalli,700.0,1.0,38.0,1
3264,Marathahalli,1469.0,3.0,89.0,3
3265,Marathahalli,1385.0,2.0,68.5,3
3266,Marathahalli,1065.0,2.0,55.0,2
3267,Marathahalli,1196.0,2.0,57.9,2
3268,Marathahalli,1595.0,3.0,88.0,3
3269,Marathahalli,2122.0,3.0,125.0,3
3270,Marathahalli,4000.0,4.0,200.0,4
3271,Marathahalli,1200.0,2.0,58.17,3
3272,Marathahalli,1125.0,2.0,55.0,2
3273,Marathahalli,1950.0,3.0,115.0,3
3274,Marathahalli,1250.0,2.0,68.0,2
3275,Marathahalli,1125.0,2.0,56.8,2
3276,Marathahalli,957.0,2.0,47.0,2
3277,Marathahalli,3855.0,4.0,220.0,4
3278,Marathahalli,1310.0,3.0,63.22,3
3279,Marathahalli,3800.0,4.0,235.0,4
3280,Marathahalli,3951.0,4.0,230.0,4
3281,Marathahalli,1125.0,2.0,54.8,2
3282,Marathahalli,1270.0,2.0,73.0,2
3283,Marathahalli,950.0,2.0,46.7,2
3284,Marathahalli,1550.0,3.0,85.0,3
3285,Marathahalli,1019.0,2.0,49.86,2
3286,Marathahalli,1144.0,2.0,65.0,2
3287,Marathahalli,1135.0,2.0,60.0,2
3288,Marathahalli,1102.0,2.0,53.67,2
3289,Marathahalli,1108.0,2.0,60.0,3
3290,Marathahalli,1026.0,2.0,50.18,2
3291,Marathahalli,1800.0,3.0,95.0,3
3292,Marathahalli,1650.0,3.0,85.0,3
3293,Marathahalli,1270.0,2.0,80.0,2
3294,Marathahalli,1196.0,2.0,57.95,2
3295,Marathahalli,1310.0,3.0,63.25,3
3296,Marathahalli,1485.0,2.0,90.0,3
3297,Marathahalli,1146.0,2.0,69.0,2
3298,Margondanahalli,1090.0,2.0,58.0,2
3299,Margondanahalli,1200.0,2.0,67.0,2
3300,Margondanahalli,1200.0,2.0,65.0,3
3301,Margondanahalli,900.0,2.0,49.0,2
3302,Margondanahalli,1140.0,2.0,60.0,2
3303,Margondanahalli,1200.0,2.0,65.0,2
3304,Margondanahalli,1050.0,2.0,58.0,2
3305,Margondanahalli,1160.0,2.0,65.0,2
3306,Margondanahalli,1334.0,2.0,67.76,2
3307,Marsur,1800.0,4.0,145.0,4
3308,Marsur,1200.0,3.0,90.0,3
3309,Mico Layout,1125.0,2.0,40.0,2
3310,Mico Layout,800.0,1.0,29.5,1
3311,Mico Layout,1250.0,2.0,44.0,3
3312,Mico Layout,1670.0,3.0,59.0,3
3313,Mico Layout,1140.0,2.0,43.0,2
3314,Munnekollal,1170.0,2.0,52.0,2
3315,Munnekollal,1102.0,2.0,53.67,2
3316,Munnekollal,1390.0,3.0,68.0,3
3317,Munnekollal,950.0,2.0,46.5,2
3318,Munnekollal,1560.0,3.0,75.0,3
3319,Munnekollal,1750.0,3.0,86.5,3
3320,Munnekollal,1385.0,2.0,66.5,3
3321,Munnekollal,1540.0,2.0,70.0,3
3322,Munnekollal,1200.0,2.0,57.9,3
3323,Munnekollal,1030.0,2.0,50.36,2
3324,Murugeshpalya,1550.0,3.0,74.0,3
3325,Murugeshpalya,1845.0,3.0,91.0,3
3326,Murugeshpalya,1600.0,2.0,65.0,3
3327,Murugeshpalya,1344.0,2.0,56.0,3
3328,Murugeshpalya,1500.0,2.0,70.0,3
3329,Murugeshpalya,1855.0,3.0,96.0,3
3330,Mysore Road,1710.0,4.0,91.31,3
3331,Mysore Road,1020.0,2.0,48.95,2
3332,Mysore Road,980.0,2.0,45.47,2
3333,Mysore Road,883.0,2.0,40.0,2
3334,Mysore Road,1200.0,2.0,65.0,2
3335,Mysore Road,1340.0,2.0,64.31,3
3336,Mysore Road,1082.0,3.0,50.5,3
3337,Mysore Road,1340.0,2.0,64.31,3
3338,Mysore Road,883.0,2.0,40.95,2
3339,Mysore Road,1070.0,2.0,49.65,2
3340,Mysore Road,1082.0,3.0,50.0,3
3341,Mysore Road,883.0,2.0,50.0,2
3342,Mysore Road,1155.0,2.0,51.0,2
3343,Mysore Road,883.0,2.0,45.0,2
3344,Mysore Road,1170.0,2.0,65.0,2
3345,Mysore Road,1029.5,2.0,50.855,2
3346,Mysore Road,940.0,2.0,43.61,2
3347,Mysore Road,1500.0,3.0,74.0,3
3348,Mysore Road,1020.0,2.0,48.95,2
3349,Mysore Road,1410.0,2.0,64.0,3
3350,Mysore Road,1560.0,2.0,83.3,3
3351,Mysore Road,1080.0,2.0,60.0,3
3352,Mysore Road,1500.0,3.0,70.0,3
3353,NGR Layout,1020.0,2.0,45.9,2
3354,NGR Layout,1105.0,2.0,49.73,2
3355,NGR Layout,1022.0,2.0,45.9,2
3356,NGR Layout,1019.0,2.0,45.9,2
3357,NGR Layout,1020.0,2.0,46.0,2
3358,NGR Layout,1021.0,2.0,46.0,2
3359,NGR Layout,1021.0,2.0,45.9,2
3360,NRI Layout,1565.0,2.0,75.0,3
3361,NRI Layout,2500.0,5.0,130.0,5
3362,NRI Layout,1125.0,2.0,45.56,2
3363,NRI Layout,2150.0,4.0,115.0,4
3364,NRI Layout,1789.0,3.0,75.0,3
3365,NRI Layout,2400.0,2.0,125.0,2
3366,Nagarbhavi,1630.0,2.0,98.0,3
3367,Nagarbhavi,1523.0,2.0,53.4,3
3368,Nagarbhavi,2400.0,3.0,160.0,3
3369,Nagarbhavi,884.0,2.0,36.0,1
3370,Nagarbhavi,1055.0,2.0,55.0,2
3371,Nagarbhavi,1350.0,2.0,54.6,3
3372,Nagarbhavi,1223.0,2.0,60.0,2
3373,Nagarbhavi,956.0,2.0,49.0,2
3374,Nagarbhavi,1560.0,3.0,66.0,3
3375,Nagarbhavi,1400.0,2.0,85.0,3
3376,Nagarbhavi,1515.0,2.0,79.0,3
3377,Nagarbhavi,1145.0,2.0,40.0,2
3378,Nagarbhavi,710.0,2.0,40.0,1
3379,Nagarbhavi,1850.0,3.0,88.0,3
3380,Nagarbhavi,1212.0,2.0,50.0,2
3381,Nagarbhavi,1020.0,2.0,55.0,2
3382,Nagarbhavi,1850.0,3.0,90.0,3
3383,Nagarbhavi,1120.0,2.0,53.0,2
3384,Nagarbhavi,1850.0,2.0,88.0,3
3385,Nagarbhavi,1146.0,2.0,50.0,2
3386,Nagarbhavi,1850.0,2.0,89.0,3
3387,Nagarbhavi,1190.0,2.0,63.0,2
3388,Nagarbhavi,1523.0,2.0,56.0,3
3389,Nagarbhavi,1050.0,2.0,80.0,2
3390,Nagarbhavi,2500.0,3.0,180.0,5
3391,Nagarbhavi,1350.0,3.0,60.0,3
3392,Nagarbhavi,1635.0,3.0,85.0,3
3393,Nagarbhavi,2200.0,2.0,99.0,3
3394,Nagarbhavi,1100.0,2.0,46.2,2
3395,Nagarbhavi,1080.0,2.0,49.0,2
3396,Nagarbhavi,1225.0,2.0,58.0,2
3397,Nagasandra,2400.0,4.0,145.0,4
3398,Nagasandra,1650.0,3.0,95.0,3
3399,Nagasandra,1500.0,2.0,91.0,2
3400,Nagavara,2172.65,3.0,120.0,4
3401,Nagavara,1545.0,2.0,58.0,3
3402,Nagavara,936.0,2.0,40.2,2
3403,Nagavara,1125.0,2.0,44.5,2
3404,Nagavara,1315.0,2.0,70.0,2
3405,Nagavara,1077.0,2.0,50.0,2
3406,Nagavara,2496.0,4.0,125.0,4
3407,Nagavara,1110.0,2.0,44.95,2
3408,Nagavara,1247.0,2.0,58.56,2
3409,Nagavarapalya,1392.0,2.0,99.0,2
3410,Nagavarapalya,705.0,1.0,52.5,1
3411,Nagavarapalya,705.0,1.0,57.0,1
3412,Nagavarapalya,705.0,1.0,55.0,1
3413,Nagavarapalya,705.0,1.0,57.0,1
3414,Nagavarapalya,1260.0,2.0,85.5,2
3415,Narayanapura,1485.0,3.0,85.0,3
3416,Narayanapura,2357.0,3.0,135.0,3
3417,Narayanapura,2357.0,3.0,135.0,3
3418,Neeladri Nagar,1053.0,2.0,45.0,2
3419,Neeladri Nagar,674.0,1.0,21.0,1
3420,Neeladri Nagar,1167.0,2.0,38.0,3
3421,Neeladri Nagar,1060.0,2.0,35.0,2
3422,Neeladri Nagar,640.0,1.0,20.5,1
3423,Neeladri Nagar,4000.0,12.0,160.0,10
3424,Nehru Nagar,2363.0,5.0,120.0,4
3425,Nehru Nagar,2342.0,3.0,115.0,4
3426,Nehru Nagar,1374.0,3.0,72.0,3
3427,Nehru Nagar,1674.0,3.0,90.0,3
3428,Nehru Nagar,1269.0,2.0,63.0,3
3429,Nehru Nagar,1100.0,2.0,50.0,2
3430,Nehru Nagar,1674.0,3.0,81.0,3
3431,OMBR Layout,1078.0,2.0,65.0,2
3432,OMBR Layout,1101.0,2.0,65.5,2
3433,OMBR Layout,1041.0,2.0,65.5,2
3434,OMBR Layout,1300.0,2.0,80.0,2
3435,OMBR Layout,1085.0,2.0,64.0,2
3436,OMBR Layout,1730.0,3.0,93.0,3
3437,OMBR Layout,1101.0,2.0,66.0,2
3438,Old Airport Road,2732.0,4.0,204.0,4
3439,Old Airport Road,3356.0,4.0,251.0,4
3440,Old Airport Road,2774.0,4.0,207.0,4
3441,Old Airport Road,2690.0,4.0,191.0,4
3442,Old Airport Road,2690.0,4.0,199.0,4
3443,Old Airport Road,1150.0,2.0,90.0,2
3444,Old Airport Road,2690.0,4.0,191.0,4
3445,Old Airport Road,2658.0,5.0,187.0,4
3446,Old Airport Road,2774.0,4.0,208.0,4
3447,Old Airport Road,2774.0,4.0,208.0,4
3448,Old Airport Road,2690.0,4.0,201.0,4
3449,Old Airport Road,1145.0,2.0,75.0,2
3450,Old Airport Road,2732.0,4.0,194.0,4
3451,Old Airport Road,2658.0,5.0,189.0,4
3452,Old Airport Road,2774.0,4.0,197.0,4
3453,Old Airport Road,3496.0,4.0,262.0,4
3454,Old Airport Road,2774.0,4.0,197.0,4
3455,Old Airport Road,2732.0,4.0,204.0,4
3456,Old Airport Road,2774.0,4.0,208.0,4
3457,Old Airport Road,1184.0,2.0,78.0,2
3458,Old Airport Road,3504.0,4.0,262.0,4
3459,Old Airport Road,1055.0,2.0,75.0,2
3460,Old Madras Road,3715.0,6.0,224.5,4
3461,Old Madras Road,3630.0,6.0,195.0,4
3462,Old Madras Road,3715.0,6.0,200.5,4
3463,Old Madras Road,1720.0,3.0,100.0,3
3464,Old Madras Road,1200.0,2.0,72.0,2
3465,Old Madras Road,1100.0,2.0,70.0,2
3466,Old Madras Road,2760.0,5.0,157.0,3
3467,Old Madras Road,1171.0,2.0,75.0,2
3468,Old Madras Road,2640.0,5.0,142.0,3
3469,Old Madras Road,2010.0,3.0,125.0,4
3470,Old Madras Road,2010.0,3.0,115.0,4
3471,Old Madras Road,1480.0,2.0,84.0,3
3472,Old Madras Road,1210.0,2.0,74.0,2
3473,Old Madras Road,1171.0,2.0,72.0,2
3474,Old Madras Road,3630.0,6.0,196.0,4
3475,Old Madras Road,1480.0,3.0,95.0,3
3476,Old Madras Road,1425.0,2.0,74.31,3
3477,Old Madras Road,2990.0,5.0,173.0,3
3478,Old Madras Road,4000.0,4.0,225.0,4
3479,Old Madras Road,2300.0,3.0,142.0,3
3480,Old Madras Road,3630.0,6.0,207.0,4
3481,Old Madras Road,1210.0,2.0,77.0,2
3482,Old Madras Road,5020.0,7.0,287.0,5
3483,Old Madras Road,3715.0,6.0,212.5,4
3484,Old Madras Road,1330.0,2.0,74.0,2
3485,Old Madras Road,1720.0,3.0,106.0,3
3486,Old Madras Road,2640.0,5.0,150.0,3
3487,Old Madras Road,2990.0,3.0,170.0,3
3488,Old Madras Road,1171.0,2.0,73.0,2
3489,Old Madras Road,2640.0,2.0,170.0,2
3490,Padmanabhanagar,1020.0,2.0,63.0,2
3491,Padmanabhanagar,1176.0,2.0,62.0,2
3492,Padmanabhanagar,1708.0,2.0,90.5,3
3493,Padmanabhanagar,1100.0,2.0,65.0,2
3494,Padmanabhanagar,3400.0,3.0,210.0,4
3495,Padmanabhanagar,1531.0,2.0,75.0,3
3496,Padmanabhanagar,1360.0,2.0,75.0,3
3497,Padmanabhanagar,1200.0,2.0,60.0,2
3498,Padmanabhanagar,1710.0,2.0,90.63,3
3499,Padmanabhanagar,1067.0,2.0,52.0,2
3500,Padmanabhanagar,1250.0,2.0,70.0,3
3501,Padmanabhanagar,1350.0,3.0,71.55,3
3502,Padmanabhanagar,1360.0,3.0,75.0,3
3503,Padmanabhanagar,1100.0,2.0,60.0,2
3504,Pai Layout,1050.0,2.0,40.0,2
3505,Pai Layout,1400.0,2.0,67.0,3
3506,Pai Layout,1100.0,2.0,50.0,2
3507,Pai Layout,1400.0,2.0,57.5,2
3508,Pai Layout,1175.0,2.0,60.0,2
3509,Pai Layout,810.0,2.0,34.5,2
3510,Pai Layout,1000.0,2.0,42.0,2
3511,Pai Layout,3800.0,6.0,175.0,6
3512,Pai Layout,1068.0,2.0,48.0,2
3513,Pai Layout,1510.0,2.0,65.0,3
3514,Pai Layout,1500.0,2.0,58.0,3
3515,Pai Layout,1600.0,2.0,65.0,3
3516,Panathur,1359.0,2.0,87.0,2
3517,Panathur,1198.0,2.0,77.0,2
3518,Panathur,1180.0,2.0,70.0,2
3519,Panathur,1546.0,3.0,99.0,3
3520,Panathur,1000.0,2.0,65.3,2
3521,Panathur,1109.0,2.0,63.0,2
3522,Panathur,1255.0,2.0,79.0,2
3523,Panathur,1210.0,2.0,80.0,2
3524,Panathur,1210.0,2.0,77.0,2
3525,Panathur,661.0,1.0,40.0,1
3526,Panathur,1210.0,2.0,78.0,2
3527,Panathur,1050.0,2.0,60.0,2
3528,Panathur,1007.0,2.0,64.0,2
3529,Panathur,1210.0,2.0,77.93,2
3530,Panathur,1230.0,2.0,80.0,2
3531,Panathur,980.0,2.0,57.0,2
3532,Panathur,1075.0,2.0,60.0,2
3533,Panathur,1210.0,2.0,69.0,2
3534,Panathur,1343.0,2.0,76.0,2
3535,Parappana Agrahara,1194.0,2.0,47.0,2
3536,Parappana Agrahara,1194.0,2.0,47.0,2
3537,Parappana Agrahara,1194.0,2.0,47.0,2
3538,Parappana Agrahara,1194.0,2.0,47.0,2
3539,Parappana Agrahara,1194.0,2.0,47.0,2
3540,Parappana Agrahara,1092.0,2.0,43.0,2
3541,Parappana Agrahara,1194.0,2.0,47.0,2
3542,Parappana Agrahara,1194.0,2.0,47.0,2
3543,Pattandur Agrahara,1550.0,2.0,80.0,3
3544,Pattandur Agrahara,1247.0,2.0,59.8,2
3545,Pattandur Agrahara,900.0,2.0,42.0,2
3546,Pattandur Agrahara,1302.0,2.0,66.0,2
3547,Pattandur Agrahara,1550.0,2.0,80.0,3
3548,Pattandur Agrahara,1247.0,2.0,62.35,2
3549,Pattandur Agrahara,1350.0,2.0,68.0,2
3550,Poorna Pragna Layout,920.0,2.0,39.55,2
3551,Poorna Pragna Layout,1475.0,2.0,58.99,3
3552,Poorna Pragna Layout,1270.0,2.0,50.79,3
3553,Poorna Pragna Layout,1160.0,2.0,46.39,2
3554,Poorna Pragna Layout,1270.0,2.0,50.79,3
3555,Poorna Pragna Layout,1270.0,2.0,50.79,3
3556,Poorna Pragna Layout,1355.0,2.0,58.25,3
3557,Poorna Pragna Layout,1355.0,2.0,58.27,3
3558,Poorna Pragna Layout,1475.0,2.0,58.99,3
3559,Poorna Pragna Layout,1270.0,2.0,50.79,3
3560,Poorna Pragna Layout,1160.0,2.0,46.39,2
3561,Poorna Pragna Layout,1270.0,2.0,50.79,3
3562,Poorna Pragna Layout,1160.0,2.0,46.39,2
3563,Poorna Pragna Layout,1475.0,2.0,58.99,3
3564,Poorna Pragna Layout,1270.0,2.0,50.79,3
3565,Poorna Pragna Layout,1270.0,2.0,50.79,3
3566,Prithvi Layout,2028.0,4.0,162.0,4
3567,Prithvi Layout,1352.0,2.0,87.5,2
3568,Prithvi Layout,1190.0,2.0,68.0,2
3569,Prithvi Layout,1352.0,2.0,85.0,2
3570,Prithvi Layout,1352.0,2.0,75.0,2
3571,Prithvi Layout,1352.0,3.0,93.0,2
3572,Prithvi Layout,2100.0,3.0,125.0,3
3573,R.T. Nagar,1500.0,4.0,70.0,4
3574,R.T. Nagar,1560.0,3.0,85.0,3
3575,R.T. Nagar,1040.0,2.0,46.0,2
3576,R.T. Nagar,1235.0,2.0,65.0,2
3577,R.T. Nagar,970.0,2.0,55.0,2
3578,R.T. Nagar,1560.0,3.0,125.0,3
3579,R.T. Nagar,1200.0,2.0,60.0,2
3580,R.T. Nagar,1680.0,3.0,72.0,3
3581,R.T. Nagar,1400.0,2.0,78.0,3
3582,R.T. Nagar,1150.0,2.0,72.0,2
3583,R.T. Nagar,3600.0,8.0,165.0,9
3584,R.T. Nagar,1080.0,2.0,48.0,2
3585,R.T. Nagar,1800.0,3.0,120.0,4
3586,R.T. Nagar,1500.0,2.0,70.0,3
3587,R.T. Nagar,1100.0,2.0,85.0,2
3588,R.T. Nagar,1667.0,3.0,130.0,3
3589,Rachenahalli,1050.0,2.0,52.07,2
3590,Rachenahalli,1530.0,2.0,74.5,3
3591,Rachenahalli,1050.0,2.0,55.5,2
3592,Rachenahalli,1530.0,2.0,74.4,3
3593,Rachenahalli,1050.0,2.0,53.5,2
3594,Rachenahalli,1530.0,2.0,74.39,3
3595,Rachenahalli,1220.0,2.0,59.5,2
3596,Rachenahalli,1050.0,2.0,52.5,2
3597,Rachenahalli,1550.0,3.0,73.5,3
3598,Rachenahalli,1050.0,2.0,52.1,2
3599,Rachenahalli,1050.0,2.0,53.5,2
3600,Rachenahalli,1113.0,2.0,55.0,2
3601,Rachenahalli,1550.0,3.0,74.5,3
3602,Rachenahalli,1530.0,2.0,74.4,3
3603,Rachenahalli,1530.0,2.0,74.5,3
3604,Rachenahalli,680.0,1.0,32.64,1
3605,Rachenahalli,412.5,1.0,19.8,1
3606,Rachenahalli,1050.0,2.0,52.5,2
3607,Rachenahalli,1550.0,3.0,72.5,3
3608,Rachenahalli,1530.0,2.0,74.4,3
3609,Rachenahalli,1050.0,2.0,55.5,2
3610,Rachenahalli,985.0,2.0,49.97,2
3611,Rachenahalli,1050.0,2.0,52.5,2
3612,Rachenahalli,1050.0,2.0,52.08,2
3613,Rachenahalli,1550.0,3.0,72.5,3
3614,Rachenahalli,1050.0,2.0,52.07,2
3615,Rachenahalli,1530.0,2.0,74.4,3
3616,Rachenahalli,1050.0,2.0,52.08,2
3617,Rachenahalli,985.0,2.0,49.97,2
3618,Rachenahalli,1050.0,2.0,52.5,2
3619,Rachenahalli,985.0,2.0,50.17,2
3620,Rachenahalli,1550.0,2.0,73.5,3
3621,Rachenahalli,985.0,2.0,50.17,2
3622,Rachenahalli,1050.0,2.0,52.71,2
3623,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
3624,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
3625,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3626,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
3627,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
3628,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
3629,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3630,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
3631,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
3632,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
3633,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
3634,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
3635,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3
3636,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
3637,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
3638,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
3639,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
3640,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
3641,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
3642,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
3643,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3644,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
3645,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3646,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3647,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3648,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
3649,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
3650,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
3651,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3652,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
3653,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
3654,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3655,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3656,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3657,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
3658,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
3659,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3
3660,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3661,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
3662,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3663,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
3664,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
3665,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
3666,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
3667,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
3668,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
3669,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
3670,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3671,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
3672,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
3673,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3674,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
3675,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
3676,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
3677,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
3678,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
3679,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3680,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
3681,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3
3682,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
3683,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3
3684,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3685,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
3686,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
3687,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
3688,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3689,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
3690,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
3691,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
3692,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
3693,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
3694,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
3695,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
3696,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
3697,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
3698,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
3699,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
3700,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
3701,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
3702,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
3703,Rajaji Nagar,1640.0,3.0,229.0,3
3704,Rajaji Nagar,1725.0,3.0,200.0,3
3705,Rajaji Nagar,3516.0,4.0,540.0,4
3706,Rajaji Nagar,1640.0,3.0,223.0,3
3707,Rajaji Nagar,3526.0,4.0,492.0,4
3708,Rajaji Nagar,3526.0,4.0,558.0,4
3709,Rajaji Nagar,3539.5,2.0,424.5,4
3710,Rajaji Nagar,1800.0,3.0,260.0,3
3711,Rajaji Nagar,1640.0,3.0,241.0,3
3712,Rajaji Nagar,1370.0,2.0,170.0,2
3713,Rajaji Nagar,2409.0,3.0,360.0,3
3714,Rajaji Nagar,3436.0,6.0,475.0,4
3715,Rajaji Nagar,2386.0,3.0,334.0,3
3716,Rajaji Nagar,3436.0,6.0,500.0,4
3717,Rajaji Nagar,1200.0,2.0,150.0,2
3718,Rajaji Nagar,1160.0,1.0,163.0,2
3719,Rajaji Nagar,1440.0,2.0,170.0,2
3720,Rajaji Nagar,1440.0,2.0,185.0,2
3721,Rajaji Nagar,1640.0,3.0,230.0,3
3722,Rajaji Nagar,1800.0,2.0,250.0,3
3723,Rajaji Nagar,2300.0,3.0,369.0,3
3724,Rajaji Nagar,1640.0,3.0,220.0,3
3725,Rajaji Nagar,2500.0,3.0,350.0,3
3726,Rajaji Nagar,2559.0,3.0,403.0,3
3727,Rajaji Nagar,1763.0,3.0,262.0,2
3728,Rajaji Nagar,1640.0,3.0,220.0,3
3729,Rajaji Nagar,2400.0,3.0,320.0,5
3730,Rajaji Nagar,1800.0,3.0,240.0,3
3731,Rajaji Nagar,2450.0,3.0,330.0,3
3732,Rajaji Nagar,1640.0,3.0,262.0,3
3733,Rajaji Nagar,2367.0,3.0,375.0,3
3734,Rajaji Nagar,1640.0,3.0,251.0,3
3735,Rajaji Nagar,2367.0,4.0,340.0,3
3736,Rajaji Nagar,1720.0,3.0,224.0,3
3737,Rajaji Nagar,3600.0,5.0,510.0,5
3738,Rajaji Nagar,1700.0,3.0,200.0,3
3739,Rajaji Nagar,2500.0,3.0,340.0,3
3740,Rajaji Nagar,2390.0,3.0,372.0,3
3741,Rajaji Nagar,1718.0,3.0,275.0,2
3742,Rajaji Nagar,1763.0,3.0,240.0,2
3743,Rajaji Nagar,2367.0,3.0,320.0,3
3744,Rajaji Nagar,1640.0,3.0,245.0,3
3745,Rajiv Nagar,2340.0,4.0,148.0,4
3746,Rajiv Nagar,1330.0,2.0,93.0,2
3747,Rajiv Nagar,1309.0,2.0,80.0,2
3748,Rajiv Nagar,2340.0,4.0,145.0,4
3749,Rajiv Nagar,2340.0,5.0,160.0,4
3750,Ramagondanahalli,1151.0,2.0,48.77,2
3751,Ramagondanahalli,1251.0,2.0,47.0,2
3752,Ramagondanahalli,1235.0,2.0,52.04,2
3753,Ramagondanahalli,540.0,1.0,30.0,1
3754,Ramagondanahalli,1635.0,3.0,62.0,3
3755,Ramagondanahalli,1235.0,2.0,46.8,2
3756,Ramagondanahalli,1215.0,2.0,51.26,2
3757,Ramagondanahalli,1251.0,2.0,47.4,2
3758,Ramagondanahalli,2800.0,4.0,155.0,4
3759,Ramagondanahalli,1253.0,2.0,52.66,2
3760,Ramagondanahalli,1151.0,2.0,50.5,2
3761,Ramagondanahalli,1235.0,2.0,49.3,2
3762,Ramagondanahalli,1451.0,3.0,60.44,3
3763,Ramagondanahalli,1215.0,2.0,46.1,2
3764,Ramagondanahalli,1475.0,2.0,63.0,3
3765,Ramagondanahalli,1251.0,2.0,50.0,2
3766,Ramagondanahalli,1151.0,2.0,43.6,2
3767,Ramagondanahalli,1251.0,2.0,53.0,2
3768,Ramagondanahalli,845.0,2.0,45.82,2
3769,Ramagondanahalli,1738.0,2.0,76.0,3
3770,Ramagondanahalli,2040.0,3.0,114.0,3
